Rank,Code,Company,Price,1 Day,1 Week,1 Month,1 Year,Sector,Mkt Cap ($)
241,AN3PK,PKAustralia and New Zealand Banking Group Ltd,$100.121,-0.30%,-0.16%,+0.12%,+0.62%,N/A,1.5B
242,UMG,United Malt Group Ltd,$4.98,0.00%,0.00%,+0.81%,+58.10%,Consumer Staples,1.49B
243,CGC,Costa Group Holdings Ltd,$3.14,+1.29%,+1.29%,+0.32%,+22.18%,Consumer Staples,1.46B
244,ING,Inghams Group Ltd,$3.92,+0.26%,+16.32%,+17.72%,+46.27%,Consumer Staples,1.46B
245,WBCPI,PIWestpac Banking Corporation,$102.148,0.00%,+0.32%,-0.38%,-1.06%,N/A,1.45B
246,CDA,Codan Ltd,$8.00,-0.13%,-0.37%,+2.96%,+99.50%,Information Technology,1.45B
247,KAR,Karoon Energy Ltd,$2.52,0.00%,+0.40%,-6.67%,+14.55%,Energy,1.43B
248,IFL,Insignia Financial Ltd,$2.14,+1.42%,+6.47%,-11.93%,-32.70%,Financials,1.43B
249,CBAPG,PGCommonwealth Bank of Australia,$102.66,-0.08%,+0.31%,-0.67%,-1.61%,N/A,1.4B
250,MND,Monadelphous Group Ltd,$14.23,-0.07%,+0.99%,+1.86%,+1.43%,Industrials,1.38B
251,BKI,BKI Investment Company Ltd,$1.705,0.00%,-0.29%,-1.73%,+0.29%,Financials,1.37B
252,MAD,Mader Group Ltd,$6.83,+1.34%,+13.83%,+2.55%,+89.72%,Industrials,1.37B
253,ASK,Abacus Storage King,$1.035,+1.47%,+1.97%,-3.27%,-26.60%,Real Estate,1.36B
254,DBI,Dalrymple Bay Infrastructure Ltd,$2.72,0.00%,+0.74%,-2.51%,+11.02%,Industrials,1.35B
255,RRL,Regis Resources Ltd,$1.75,+0.87%,+2.64%,+16.28%,+16.67%,Materials,1.32B
256,SKC,Skycity Entertainment Group Ltd,$1.73,+0.88%,-1.14%,-3.89%,-31.35%,Consumer Discretionary,1.32B
257,AN3PJ,PJAustralia and New Zealand Banking Group Ltd,$100.20,+0.10%,-0.16%,-0.20%,-1.61%,N/A,1.31B
258,ABC,Adbri Ltd,$1.99,0.00%,+2.58%,-1.97%,+22.09%,Materials,1.3B
259,FRW,Freightways Group Ltd,$7.07,0.00%,+0.28%,-10.39%,-10.39%,N/A,1.26B
260,IXJ,Ishares Global Healthcare ETF,$125.20,+1.49%,-1.43%,-2.30%,-1.03%,Financials,1.26B
261,MFG,Magellan Financial Group Ltd,$6.95,+3.58%,+11.74%,-23.63%,-29.01%,Financials,1.26B
262,NABPJ,PJNational Australia Bank Ltd,$100.52,+0.09%,+0.02%,+0.02%,+0.14%,N/A,1.26B
263,RDX,REDOX Ltd,$2.34,0.00%,-2.91%,+7.34%,-8.24%,Industrials,1.23B
264,MMS,Mcmillan Shakespeare Ltd,$17.60,+0.80%,+7.19%,+10.00%,+31.93%,Industrials,1.23B
265,RCAP,PResolution Cap Global Prop Sec (Managed Fund),$1.415,+2.91%,+5.99%,-1.05%,-6.60%,Financials,1.23B
266,FAIR,RBetashares Australian Sustainability Leaders ETF,$17.09,+1.49%,+3.26%,-2.68%,+0.06%,Financials,1.22B
267,ARF,Arena REIT,$3.42,+3.01%,+6.88%,+2.09%,-12.53%,Real Estate,1.21B
268,QPON,NBetashares Australian Bank Senior Floating Rate Bond ETF,$25.86,0.00%,-0.39%,-0.04%,+1.45%,Financials,1.2B
269,AUI,Australian United Investment Company Ltd,$9.49,+0.11%,+0.53%,-1.35%,+2.15%,Financials,1.2B
270,CBAPJ,PJCommonwealth Bank of Australia,$101.48,-0.12%,+0.37%,-0.61%,+1.33%,N/A,1.2B
271,SDR,Siteminder Ltd,$4.32,+1.65%,+9.92%,-6.49%,+44.48%,Information Technology,1.19B
272,SIQ,Smartgroup Corporation Ltd,$8.94,-0.11%,+5.05%,+8.63%,+87.82%,Industrials,1.19B
273,LFG,Liberty Financial Group,$3.90,0.00%,0.00%,+11.43%,+11.43%,Financials,1.18B
274,HLI,Helia Group Ltd,$3.85,+1.58%,+8.15%,+8.45%,+40.00%,Financials,1.18B
275,NAN,Nanosonics Ltd,$3.91,+1.03%,+2.90%,-6.01%,-7.13%,Health Care,1.18B
276,IHVV,VIshares S&P 500 Aud Hedged ETF,$40.19,+1.54%,+3.72%,+0.05%,+12.13%,Financials,1.18B
277,LFS,Latitude Group Holdings Ltd,$1.13,-1.31%,-4.24%,-4.24%,-10.67%,Financials,1.17B
278,NWH,NRW Holdings Ltd,$2.56,+0.79%,+0.39%,-5.88%,+2.40%,Industrials,1.16B
279,MGH,Maas Group Holdings Ltd,$3.43,+0.29%,-1.15%,+4.26%,+47.21%,Industrials,1.13B
280,DTL,Data#3 Ltd,$7.23,+1.12%,+0.98%,+4.94%,+4.78%,Information Technology,1.12B
281,CKF,Collins Foods Ltd,$9.51,+1.17%,+3.26%,+2.48%,-0.42%,Consumer Discretionary,1.12B
282,AX1,Accent Group Ltd,$1.955,+1.03%,+8.01%,+0.51%,+26.54%,Consumer Discretionary,1.1B
283,AD8,Audinate Group Ltd,$13.22,-3.08%,-1.20%,-0.15%,+61.22%,Information Technology,1.1B
284,SUBD,DVaneck Australian Subordinated Debt ETF,$24.855,-0.02%,-0.42%,-0.06%,+1.66%,Financials,1.08B
285,HLS,Healius Ltd,$1.895,+2.43%,-1.81%,-17.25%,-43.94%,Health Care,1.08B
286,CTT,Cettire Ltd,$2.83,+8.85%,+12.75%,-0.35%,+56.35%,Consumer Discretionary,1.08B
287,RED,RED 5 Ltd,$0.305,0.00%,-3.18%,+12.96%,+79.41%,Materials,1.06B
288,HSN,Hansen Technologies Ltd,$5.18,-1.89%,-1.33%,-1.15%,+5.29%,Information Technology,1.05B
289,PRN,Perenti Ltd,$1.095,+2.34%,+5.80%,-1.35%,+14.06%,Materials,1.05B
290,OCL,Objective Corporation Ltd,$10.95,+0.46%,+0.55%,+1.67%,-22.45%,Information Technology,1.04B
291,DUI,Diversified United Investment Ltd,$4.75,+1.50%,+2.15%,-1.04%,+0.85%,Financials,1.03B
292,MQGPC,PCMacquarie Group Ltd,$102.90,0.00%,+0.44%,-0.29%,-1.02%,N/A,1.03B
293,NWS,News Corporation,$34.36,+1.21%,+2.41%,+4.98%,+32.87%,Communication Services,1.02B
294,CNI,Centuria Capital Group,$1.27,+2.42%,+7.17%,-6.96%,-22.56%,Real Estate,1.02B
295,PWH,PWR Holdings Ltd,$10.12,+0.70%,-0.88%,-8.08%,-3.99%,Consumer Discretionary,1.02B
296,HGH,Heartland Group Holdings Ltd,$1.415,0.00%,-5.35%,-12.92%,-14.24%,Financials,1.01B
297,VGB,Vanguard Australian Government Bond INDEX ETF,$44.47,+0.29%,+0.66%,-0.96%,-1.35%,Financials,1.01B
298,DYL,Deep Yellow Ltd,$1.325,-1.85%,-3.99%,-0.75%,+77.85%,Energy,1B
299,SLR,Silver Lake Resources Ltd,$1.055,-0.94%,+8.21%,+23.39%,-4.53%,Materials,986.16M
300,BGP,Briscoe Group Australasia Ltd,$4.42,0.00%,0.00%,+0.23%,-12.99%,Consumer Discretionary,984.62M
301,JDO,Judo Capital Holdings Ltd,$0.885,+0.57%,+4.12%,-11.94%,-30.32%,Financials,981.73M
302,STX,Strike Energy Ltd,$0.385,0.00%,-6.10%,-4.94%,+60.42%,Energy,977.63M
303,IRE,Iress Ltd,$5.21,+0.97%,+2.96%,-9.71%,-46.45%,Information Technology,973.17M
304,ELD,Elders Ltd,$6.20,+3.33%,+5.26%,+8.39%,-52.74%,Consumer Staples,970.15M
305,AN3PH,PHAustralia and New Zealand Banking Group Ltd,$104.17,+0.52%,+1.27%,+0.41%,-0.78%,N/A,969.9M
306,CMW,Cromwell Property Group,$0.37,+5.71%,+7.25%,-2.63%,-46.76%,Real Estate,968.98M
307,WGX,Westgold Resources Ltd,$2.02,-4.72%,+2.80%,+17.44%,+178.62%,Materials,956.72M
308,VSL,Vulcan Steel Ltd,$7.28,0.00%,+0.41%,-3.06%,-10.46%,Materials,956.65M
309,MQGPD,PDMacquarie Group Ltd,$105.40,-0.10%,-0.04%,-0.47%,+0.64%,N/A,954.39M
310,CQE,Charter Hall Social Infrastructure REIT,$2.54,+2.42%,+2.83%,+0.79%,-25.07%,Real Estate,941.26M
311,TUA,Tuas Ltd,$1.98,-3.42%,-3.42%,-9.59%,+46.67%,Communication Services,920.62M
312,ABG,Abacus Group,$1.02,+2.51%,+0.49%,-2.86%,-62.64%,Real Estate,911.53M
313,NCK,Nick Scali Ltd,$11.23,+1.63%,+5.35%,+1.45%,+13.32%,Consumer Discretionary,909.63M
314,SGF,SG Fleet Group Ltd,$2.65,+0.76%,+4.33%,+9.50%,+29.90%,Industrials,906.26M
315,PNV,Polynovo Ltd,$1.295,+3.60%,+14.10%,-2.63%,-35.09%,Health Care,893.85M
316,VIF,Vanguard International Fixed Interest INDEX (Hedged) ETF,$37.28,+0.27%,+1.36%,+0.27%,-1.53%,Financials,892.44M
317,IMD,IMDEX Ltd,$1.745,+0.87%,+4.18%,+10.44%,-17.93%,Materials,890.9M
318,SYA,Sayona Mining Ltd,$0.085,+8.97%,+4.94%,-19.05%,-62.22%,Materials,874.93M
319,JIN,Jumbo Interactive Ltd,$13.86,-1.21%,-0.22%,-7.60%,+0.58%,Consumer Discretionary,873.06M
320,WC8,Wildcat Resources Ltd,$0.835,-2.34%,+5.70%,+70.41%,+2779.31%,Materials,869.11M
321,IEM,Ishares MSCI Emerging Markets ETF,$58.65,+1.23%,+1.81%,-1.00%,+8.03%,Financials,864.98M
322,ABB,Aussie Broadband Ltd,$3.58,-8.67%,-9.14%,-12.26%,+42.06%,Communication Services,856.37M
323,BGA,Bega Cheese Ltd,$2.80,0.00%,-2.78%,+12.45%,-14.89%,Consumer Staples,852.65M
324,CCP,Credit Corp Group Ltd,$12.41,+1.31%,+4.20%,-35.37%,-31.17%,Financials,844.71M
325,SLX,SILEX Systems Ltd,$3.58,+5.29%,+10.15%,+9.48%,+27.86%,Industrials,844.69M
326,A4N,Alpha Hpa Ltd,$0.96,+12.94%,+21.52%,+28.00%,+113.33%,Materials,843.84M
327,ADT,Adriatic Metals Plc,$3.45,-0.58%,+1.47%,-6.00%,+40.24%,Materials,824.72M
328,CXO,Core Lithium Ltd,$0.385,+8.45%,+10.00%,-10.47%,-71.48%,Materials,822.72M
329,MAF,Ma Financial Group Ltd,$4.60,+4.55%,+11.65%,0.00%,-3.16%,Financials,820.33M
330,WAF,West African Resources Ltd,$0.795,+2.58%,+11.19%,+2.58%,-22.06%,Materials,815.76M
331,DXI,Dexus Industria REIT,$2.57,+3.21%,+2.80%,-1.15%,-3.02%,Real Estate,815.38M
332,VBND,DVanguard Global Aggregate Bond INDEX (Hedged) ETF,$39.88,+0.25%,+1.58%,+0.40%,-0.99%,Financials,813.33M
333,HCW,Healthco Healthcare and Wellness REIT,$1.415,+1.07%,0.00%,-2.41%,+1.55%,Real Estate,804.06M
334,EHE,Estia Health Ltd,$3.05,-0.33%,0.00%,0.00%,+40.55%,Health Care,792.57M
335,GEM,G8 Education Ltd,$0.975,+1.56%,+0.52%,-7.58%,-3.94%,Consumer Discretionary,789.27M
336,TPW,Temple & Webster Group Ltd,$6.38,+5.98%,+16.64%,+7.05%,+11.15%,Consumer Discretionary,784.42M
337,RSG,Resolute Mining Ltd,$0.365,0.00%,+5.80%,+5.80%,+108.91%,Materials,777.1M
338,MQGPF,PFMacquarie Group Ltd,$103.40,-0.13%,-0.16%,-0.83%,+1.17%,N/A,775.5M
339,ERA,Energy Resources of Australia Ltd,$0.035,+6.06%,+6.06%,0.00%,-38.05%,Energy,775.19M
340,REG,Regis Healthcare Ltd,$2.57,+2.80%,+1.58%,-4.10%,+28.50%,Health Care,773.66M
341,AAC,Australian Agricultural Company Ltd,$1.275,+0.39%,+8.97%,-3.41%,-29.36%,Consumer Staples,768.53M
342,CUV,Clinuvel Pharmaceuticals Ltd,$15.46,+3.55%,+0.85%,+4.89%,-20.72%,Health Care,763.88M
343,VSO,Vanguard MSCI Australian Small Companies INDEX ETF,$58.77,+1.52%,+3.05%,-2.21%,-6.31%,Financials,757.6M
344,CHN,Chalice Mining Ltd,$1.94,+4.87%,+8.38%,-15.65%,-52.91%,Materials,754.59M
345,IFRA,AVaneck Ftse Global Infrastructure (Hedged) ETF,$18.86,+2.78%,+5.07%,+2.78%,-5.56%,Financials,751.62M
346,LRS,Latin Resources Ltd,$0.27,+1.89%,+5.88%,-5.26%,+157.14%,Materials,748.58M
347,DJW,Djerriwarrh Investments Ltd,$2.83,+2.91%,+1.43%,-0.70%,-0.35%,Financials,742.22M
348,SFY,SPDR S&P/ASX 50 Fund,$62.06,+0.93%,+2.41%,-0.32%,+2.29%,Financials,741.15M
349,PL8,Plato Income Maximiser Ltd,$1.17,-1.68%,-0.43%,-5.65%,-4.49%,Financials,739.28M
350,MQGPE,PEMacquarie Group Ltd,$101.30,-0.05%,+0.35%,-0.28%,+1.65%,N/A,734.87M
351,WBT,Weebit Nano Ltd,$3.90,+12.07%,+2.09%,+16.07%,+32.20%,Information Technology,732.63M
352,HACK,KBetashares Global Cybersecurity ETF,$9.42,-0.63%,-1.36%,-3.78%,+11.09%,Financials,732.33M
353,QHAL,LVaneck MSCI International Quality (Hedged) ETF,$38.60,+1.93%,+4.10%,+1.18%,+18.62%,Financials,731.54M
354,OML,Ooh!Media Ltd,$1.345,+2.28%,+3.46%,-4.95%,+3.07%,Communication Services,724.66M
355,WTN,Winton Land Ltd,$2.43,0.00%,+0.83%,+0.83%,-6.54%,Real Estate,720.77M
356,BILL,LIshares Core Cash ETF,$100.70,+0.02%,+0.09%,-0.02%,+0.19%,Financials,719.29M
357,CIN,Carlton Investments Ltd,$27.15,-1.27%,-0.18%,-1.27%,-10.54%,Financials,718.79M
358,IEU,Ishares Europe ETF,$73.83,+1.69%,+1.30%,-1.01%,+15.81%,Financials,715.58M
359,COF,Centuria Office REIT,$1.19,+3.48%,+8.68%,+3.48%,-20.67%,Real Estate,710.83M
360,RFF,Rural Funds Group,$1.835,+2.80%,-1.34%,+1.66%,-27.18%,Real Estate,708.56M
361,PGF,PM Capital Global Opportunities Fund Ltd,$1.73,+2.37%,-3.89%,-9.42%,+13.44%,Financials,707.79M
362,XARO,OActivex Ardea Real Outcome Bond Fund (Managed Fund),$24.44,-0.29%,-0.81%,+0.37%,+0.66%,Financials,705.88M
363,SIG,Sigma Healthcare Ltd,$0.665,0.00%,+1.53%,-3.62%,+4.72%,Health Care,704.42M
364,RIC,Ridley Corporation Ltd,$2.22,-0.45%,+3.26%,-3.48%,+3.26%,Consumer Staples,701.15M
365,IWLD,DIshares Core MSCI World Ex Australia Esg ETF,$45.45,+1.72%,+1.45%,-0.46%,+16.57%,Financials,700.18M
366,PTM,Platinum Asset Management Ltd,$1.19,+3.48%,+5.31%,-8.46%,-34.25%,Financials,698.15M
367,VDGR,RVanguard Diversified Growth INDEX ETF,$52.95,+1.07%,+1.85%,-0.53%,+4.31%,Financials,696.5M
368,QAL,Qualitas Ltd,$2.34,+1.74%,+0.43%,+4.46%,-6.02%,Real Estate,692.68M
369,MOAT,TVaneck Morningstar Wide Moat ETF,$108.47,+2.37%,+1.02%,-3.28%,+11.76%,Financials,690.11M
370,KKC,KKR Credit Income Fund,$2.13,+1.43%,+1.91%,+2.90%,+20.34%,Financials,687M
371,VESG,GVanguard Ethically Conscious International Shares INDEX ETF,$74.34,+1.42%,+1.72%,-0.39%,+15.04%,Financials,685.93M
372,FPR,Fleetpartners Group Ltd,$2.70,-1.46%,+12.03%,+3.85%,+42.86%,Financials,684.14M
373,IAA,Ishares Asia 50 ETF,$86.90,+1.69%,+2.02%,-0.10%,+17.97%,Financials,683.2M
374,VGE,Vanguard Ftse Emerging Markets Shares ETF,$66.92,+1.16%,+1.35%,-1.53%,+7.23%,Financials,682.66M
375,THL,Tourism Holdings Rentals Ltd,$3.14,+2.61%,+0.64%,-7.38%,-10.80%,Industrials,682.11M
376,NNUK,KNanuk New World Fund (Managed Fund),$1.635,+1.87%,+2.19%,-3.82%,+9.73%,Financials,677.46M
377,TIE,Tietto Minerals Ltd,$0.60,+6.20%,+44.58%,+73.91%,-11.77%,Materials,676.61M
378,EQT,EQT Holdings Ltd,$25.30,+0.80%,+3.69%,-6.54%,+3.27%,Financials,673.66M
379,MBLPC,PCMacquarie Bank Ltd,$104.95,+0.05%,-0.38%,-0.87%,-1.50%,N/A,672.76M
380,FLOT,TVaneck Australian Floating Rate ETF,$24.80,-0.08%,-0.36%,-0.16%,+0.24%,Financials,671.03M
381,MBLPD,PDMacquarie Bank Ltd,$102.25,-0.73%,+0.99%,+0.01%,+3.49%,N/A,669.58M
382,WGB,Wam Global Ltd,$1.86,+1.09%,+2.48%,-6.77%,+3.33%,Financials,659.07M
383,DVP,Develop Global Ltd,$3.33,+2.46%,+3.74%,+0.91%,+33.53%,Materials,658.61M
384,MICH,HMagellan Infrastructure Fund (Currency Hedged)(Managed Fund),$2.60,+1.56%,+3.18%,+2.36%,-4.41%,Financials,657.61M
385,MGX,Mount Gibson Iron Ltd,$0.54,+1.89%,+8.00%,+16.13%,+36.71%,Materials,655.79M
386,ASB,Austal Ltd,$1.775,+2.60%,+9.23%,-4.05%,-29.28%,Industrials,643.33M
387,LNK,Link Administration Holdings Ltd,$1.245,+2.05%,+1.63%,-8.46%,-28.66%,Industrials,640.41M
388,URW,Unibail-Rodamco-Westfield,$4.18,+6.91%,+21.51%,+8.85%,+10.88%,Real Estate,635.74M
389,ILB,Ishares Government Inflation ETF,$120.06,+0.13%,+0.66%,-1.01%,+1.03%,Financials,633.05M
390,VACF,FVanguard Australian Corp Fixed Interest INDEX ETF,$48.79,+0.25%,+0.12%,-0.41%,+3.04%,Financials,630.96M
391,NBI,NB Global Corporate Income Trust,$1.43,+2.14%,0.00%,+2.88%,+5.93%,Financials,617.05M
392,VDBA,AVanguard Diversified Balanced INDEX ETF,$49.81,+0.93%,+1.94%,-0.38%,+3.49%,Financials,610.65M
393,SNL,Supply Network Ltd,$14.50,+0.21%,+1.97%,-3.97%,+32.06%,Consumer Discretionary,608.87M
394,WHF,Whitefield Industrials Ltd,$5.22,+1.95%,-0.19%,+1.56%,-0.76%,Financials,608.68M
395,QRI,Qualitas Real Estate Income Fund,$1.59,0.00%,0.00%,-0.94%,+11.19%,Financials,597.21M
396,FCL,Fineos Corporation Holdings Plc,$1.75,+3.86%,+3.55%,-14.63%,+16.67%,Information Technology,588.17M
397,USTB,BGlobal X US Treasury Bond ETF (Currency Hedged),$8.95,+0.11%,+1.36%,-0.11%,-4.07%,Financials,586.71M
398,KMD,KMD Brands Ltd,$0.81,+4.52%,+2.53%,+3.19%,-15.63%,Consumer Discretionary,576.19M
399,MVA,Vaneck Australian Property ETF,$18.98,+2.15%,+5.86%,-3.90%,-6.87%,N/A,563.32M
400,PPM,Pepper Money Ltd,$1.28,+4.07%,+2.81%,-1.54%,-16.88%,Financials,562.9M
401,CRED,DBetashares Australian Investment Grade Corporate Bond ETF,$21.37,+0.28%,+0.38%,-1.38%,+1.14%,Financials,562.46M
402,CXL,CALIX Ltd,$3.08,+2.33%,+8.83%,+7.32%,-27.87%,Materials,558.59M
403,MOT,Metrics Income Opportunities Trust,$2.09,0.00%,-1.42%,-0.48%,+2.45%,Financials,556.51M
404,PPC,Peet Ltd,$1.18,0.00%,-0.84%,-3.28%,+5.83%,Real Estate,555.4M
405,MIR,Mirrabooka Investments Ltd,$2.86,+0.35%,+2.14%,+1.06%,+0.70%,Financials,551.63M
406,RF1,Regal Investment Fund,$2.72,+0.74%,+3.03%,-4.23%,-14.73%,Financials,549.73M
407,IFM,Infomedia Ltd,$1.46,-1.02%,-3.63%,-6.41%,+14.96%,Information Technology,548.65M
408,PFP,Propel Funeral Partners Ltd,$4.59,+2.23%,+1.77%,+6.74%,+0.66%,Consumer Discretionary,542.99M
409,ACDC,CGlobal X Battery Tech & Lithium ETF,$85.33,+2.72%,+1.25%,-8.58%,-4.38%,Financials,539.33M
410,GRR,Grange Resources Ltd,$0.465,+5.68%,+12.05%,-4.12%,-26.77%,Materials,538.16M
411,BNDS,SBetashares Westn Asset Aus Bond Fund (Managed Fund),$22.66,+0.27%,+0.40%,-1.26%,-1.48%,Financials,537.28M
412,ACL,Australian Clinical Labs Ltd,$2.66,+0.76%,-0.75%,-5.00%,-21.30%,Health Care,536.88M
413,CBO,Cobram Estate Olives Ltd,$1.29,+0.78%,-1.15%,-4.80%,-16.77%,Consumer Staples,536.35M
414,VG1,Vgi Partners Global Investments Ltd,$1.61,+0.63%,+3.87%,+1.90%,+11.81%,Financials,533.31M
415,HPI,Hotel Property Investments,$2.72,+2.26%,+3.82%,-1.09%,-13.38%,Real Estate,530.88M
416,AGVT,TBetashares Australian Government Bond ETF,$39.49,+0.54%,+0.79%,-1.84%,-3.71%,Financials,520.49M
417,ILC,Ishares S&P/ASX 20 ETF,$27.17,+1.04%,+2.76%,-1.77%,+2.49%,Financials,519.03M
418,BENPH,PHBendigo and Adelaide Bank Ltd,$103.24,+0.15%,+0.48%,-0.63%,+1.33%,N/A,518.72M
419,SYR,Syrah Resources Ltd,$0.76,+10.95%,+14.29%,+38.18%,-68.98%,Materials,513.68M
420,HM1,Hearts and Minds Investments Ltd,$2.24,+2.28%,+5.16%,-2.61%,-5.09%,Financials,512.52M
421,IAGPE,PEInsurance Australia Group Ltd,$102.389,+0.35%,-0.28%,-0.54%,+0.68%,N/A,511.95M
422,RBD,Restaurant Brands New Zealand Ltd,$4.10,0.00%,0.00%,-2.38%,-41.43%,Consumer Discretionary,511.51M
423,SSM,Service Stream Ltd,$0.83,-2.35%,-6.74%,-9.78%,+12.93%,Industrials,511.24M
424,MVF,Monash Ivf Group Ltd,$1.31,0.00%,+1.95%,+3.97%,+37.90%,Health Care,510.42M
425,PAC,Pacific Current Group Ltd,$9.73,-1.82%,+3.51%,-0.21%,+17.80%,Financials,501.81M
426,OPH,Ophir High Conviction Fund,$2.24,0.00%,0.00%,-10.76%,-8.57%,Financials,498.62M
427,LLL,Leo Lithium Ltd,$0.505,0.00%,0.00%,0.00%,-21.71%,Materials,498.55M
428,QAU,Betashares Gold Bullion ETF - Currency Hedged,$16.79,+0.06%,-0.18%,+7.49%,+17.83%,N/A,496.99M
429,KGN,Kogan.com Ltd,$4.82,+2.12%,+3.66%,-11.40%,+43.03%,Consumer Discretionary,496.63M
430,RPL,Regal Partners Ltd,$1.92,+1.05%,+4.92%,-16.52%,-31.43%,Financials,494.1M
431,SHV,Select Harvests Ltd,$4.07,+4.09%,+2.78%,+2.26%,-23.21%,Consumer Staples,492.71M
432,GCI,Gryphon Capital Income Trust,$2.02,-0.49%,+0.50%,-0.49%,+9.19%,Financials,491.19M
433,OCA,Oceania Healthcare Ltd,$0.675,0.00%,+1.50%,-2.17%,-14.01%,Health Care,490.94M
434,SKO,Serko Ltd,$3.99,0.00%,+3.64%,+1.01%,+47.23%,Information Technology,485.95M
435,VVLU,UVanguard Global Value Equity Active ETF (Managed Fund),$62.19,+2.69%,+2.12%,-2.54%,+3.62%,Financials,483.53M
436,AEF,Australian Ethical Investment Ltd,$4.28,+3.63%,+9.46%,+4.39%,-7.36%,Financials,482.71M
437,ASG,Autosports Group Ltd,$2.39,-0.42%,-5.91%,-5.16%,+27.81%,Consumer Discretionary,480.39M
438,GTK,Gentrack Group Ltd,$4.67,0.00%,+2.19%,-0.85%,+217.69%,Information Technology,476.35M
439,MEI,Meteoric Resources NL,$0.245,+2.08%,+4.26%,+13.95%,+1784.62%,Materials,475.83M
440,PDI,Predictive Discovery Ltd,$0.23,0.00%,+6.98%,+17.95%,+35.29%,Materials,475.7M
441,TYR,Tyro Payments Ltd,$0.91,+1.11%,+2.83%,-31.84%,-41.48%,Financials,475.26M
442,NXL,NUIX Ltd,$1.475,+5.36%,+5.74%,+3.87%,+163.39%,Information Technology,474.31M
443,AQZ,Alliance Aviation Services Ltd,$2.95,-0.34%,-1.34%,-7.81%,-4.53%,Industrials,474.17M
444,PGG,Partners Group Global Income Fund,$1.715,-0.58%,-1.72%,+0.29%,+17.87%,Financials,471.85M
445,OBL,Omni Bridgeway Ltd,$1.665,+9.90%,+11.00%,-7.50%,-63.33%,Financials,466.98M
446,MRM,Mma Offshore Ltd,$1.245,-1.19%,-3.49%,-4.23%,+80.44%,Energy,466.12M
447,ASIA,ABetashares Asia Technology Tigers ETF,$7.53,+1.35%,+1.76%,+0.53%,+29.60%,Financials,466.1M
448,IJP,Ishares MSCI Japan ETF,$95.02,+1.79%,+4.03%,+1.15%,+20.71%,Financials,464.26M
449,GWA,GWA Group Ltd,$1.745,+1.75%,+5.12%,-3.86%,-15.29%,Industrials,462.78M
450,C79,Chrysos Corporation Ltd,$7.15,+0.70%,+15.32%,+14.95%,+126.62%,Industrials,459.48M
451,PMT,Patriot Battery Metals Inc,$1.155,+4.05%,-2.53%,-5.33%,+92.50%,Materials,453.91M
452,FGG,Future Generation Global Ltd,$1.14,-1.30%,0.00%,-5.79%,-1.30%,Financials,452.9M
453,29M,29METALS Ltd,$0.645,+6.61%,+8.40%,-11.64%,-66.76%,Materials,452.31M
454,IDX,Integral Diagnostics Ltd,$1.93,-27.17%,-24.61%,-32.75%,-29.04%,Health Care,450.6M
455,FGX,Future Generation Australia Ltd,$1.10,+0.46%,-1.35%,-4.35%,-5.17%,Financials,447.83M
456,MYR,Myer Holdings Ltd,$0.535,+5.94%,+10.31%,-6.14%,-16.41%,Consumer Discretionary,445.03M
457,ARU,Arafura Rare EARTHS Ltd,$0.21,0.00%,0.00%,-20.76%,-31.15%,Materials,443.81M
458,SLF,SPDR S&P/ASX 200 Listed Property Fund,$10.11,+2.12%,+7.44%,-3.07%,-3.90%,Financials,440.8M
459,EML,EML Payments Ltd,$1.17,-2.50%,+0.43%,+1.74%,+122.86%,Financials,438.28M
460,BBOZ,ZBetashares Australian Strong Bear (Hedge Fund),$3.75,-2.09%,-4.82%,+2.46%,-7.86%,Financials,436.54M
461,XALG,GAlphinity Global Equity Fund (Managed Fund),$9.08,0.00%,-0.22%,-1.94%,+5.09%,N/A,432.91M
462,QOZ,Betashares Ftse Rafi Australia 200 ETF,$14.28,+1.06%,+2.73%,+0.21%,+0.42%,Financials,431.57M
463,MHHT,TMagellan High Conviction Trust (Managed Fund),$1.555,+1.63%,+2.30%,+1.97%,+21.01%,Financials,429.39M
464,PCI,Perpetual Credit Income Trust,$1.065,+0.47%,-0.93%,+1.43%,+12.70%,Financials,427.03M
465,IVE,Ishares MSCI Eafe ETF,$106.95,+1.77%,+2.07%,-0.33%,+15.62%,Financials,421.34M
466,PIC,Perpetual Equity Investment Company Ltd,$1.11,+0.91%,-0.89%,-5.13%,-5.33%,Financials,421.3M
467,SWM,Seven West Media Ltd,$0.27,+1.89%,+1.89%,-11.48%,-44.90%,Communication Services,419.46M
468,WA1,WA1 Resources Ltd,$9.84,+5.47%,+50.23%,+92.94%,+556.00%,Materials,418.44M
469,GDX,Vaneck Gold Miners ETF,$43.71,-0.09%,-5.00%,+4.92%,+19.10%,Financials,416.71M
470,YMAX,XBetashares Aus Top 20 Equity Yield MAX Fund (Managed Fund),$7.28,+0.83%,+2.25%,-0.41%,+0.35%,Financials,415.63M
471,SYI,SPDR MSCI Australia Select High Dividend Yield Fund,$26.28,+0.31%,+1.23%,-1.57%,+3.96%,Financials,413.19M
472,AASF,FAirlie Australian Share Fund (Managed Fund),$3.40,+1.19%,+3.34%,-1.16%,+3.03%,Financials,410.69M
473,RDY,Readytech Holdings Ltd,$3.51,-1.96%,-2.23%,-3.04%,-13.55%,Information Technology,410.1M
474,SUNPI,PISuncorp Group Ltd,$100.70,+0.05%,+0.29%,-0.04%,+1.72%,N/A,407.84M
